id	title	description	price	condition	link	image_link	availability	brand	mpn	adult 	product_weight	shipping_weight
1001001016	DiaSin Hohlbohrer ohne Gewinde, 2,0mm 	DiaSin Hohlbohrer ohne Gewinde, 2,0mm 	24.9000003 EUR	new	https://shop.aquarus.net/de/bohren1/bohrer/diasin-hohllochbohrer/diasin-hohlbohrer-ohne-gewinde-2-0mm 	https://shop.aquarus.net/media/images/org/1001001016.jpg 	in_stock	Aquarus	1001001016 	no	0.0120 kg	0.0120 kg
1001001017	DiaSin Hohlbohrer ohne Gewinde, 2,5mm 	Gesinterter Hohlbohrer zum Bohren von allen Natursteinsorten,Glas, Keramik, Feinsteinzeug etc. Diesem Bohrer  sollte ausschließlich einer Wasserkühlung zugeführt werden. Einsatz in alle handelsüblichen Ständerbohrmaschinen oder Hängebohrmaschinen. 	26.3999953 EUR	new	https://shop.aquarus.net/de/bohren1/bohrer/diasin-hohllochbohrer/diasin-hohlbohrer-ohne-gewinde-2-5mm 	https://shop.aquarus.net/media/images/org/1001001017.jpg 	in_stock	Aquarus	1001001017 	no	0.0120 kg	0.0120 kg
1001001018	DiaSin Hohlbohrer gesintert, 05mm, 1/2" G 	Leistungsstarker gesinterter Hohllochbohrer für den Nass - und Trockeneinsatz. Einsetzbar für alle Naturstein, Glas, Quarze, Fliesen, Feinsteinzeug. Für eine längere Standzeit empfehlen wir den Nasseinsatz.    Bohrtiefe:ca.2,0-3,0cm 	26.0000006 EUR	new	https://shop.aquarus.net/de/bohren1/bohrer/diasin-hohllochbohrer/diasin-1-2-zoll-gewinde/diasin-hohlbohrer-gesintert-05mm-1-2-g 	https://shop.aquarus.net/media/images/org/1001001018_4.jpg 	in_stock	Aquarus	1001001018 	no	0.1800 kg	0.1800 kg
1001001019	DiaSin Hohlbohrer gesintert, 06mm, 1/2" G 	Leistungsstarker gesinterter Hohllochbohrer für den Nass - und Trockeneinsatz. Einsetzbar für alle Naturstein, Glas, Quarze, Fliesen, Feinsteinzeug. Für eine längere Standzeit empfehlen wir den Nasseinsatz.  Bohrtiefe:ca.2,0-3,0cm 	27.0000052 EUR	new	https://shop.aquarus.net/de/bohren1/bohrer/diasin-hohllochbohrer/diasin-1-2-zoll-gewinde/diasin-hohlbohrer-gesintert-06mm-1-2-g 	https://shop.aquarus.net/media/images/org/1001001018_4.jpg 	in_stock	Aquarus	1001001019 	no	0.1800 kg	0.1800 kg
1001001020	DiaSin Hohlbohrer gesintert, 08mm, 1/2" G 	Leistungsstarker gesinterter Hohllochbohrer für den Nass - und Trockeneinsatz. Einsetzbar für alle Naturstein, Glas, Quarze, Fliesen, Feinsteinzeug. Für eine längere Standzeit empfehlen wir den Nasseinsatz.  Bohrtiefe:ca.2,0-3,0cm 	28.5000002 EUR	new	https://shop.aquarus.net/de/bohren1/bohrer/diasin-hohllochbohrer/diasin-1-2-zoll-gewinde/diasin-hohlbohrer-gesintert-08mm-1-2-g 	https://shop.aquarus.net/media/images/org/1001001020_4.jpg 	in_stock	Aquarus	1001001020 	no	0.1800 kg	0.1800 kg
1001001021	DiaSin Hohlbohrer gesintert, 10mm, 1/2" G 	Leistungsstarker gesinterter Hohllochbohrer für den Nass - und Trockeneinsatz. Einsetzbar für alle Naturstein, Glas, Quarze, Fliesen, Feinsteinzeug. Für eine längere Standzeit empfehlen wir den Nasseinsatz. Bohrtiefe:ca.4,0-5,0cm 	29.0000025 EUR	new	https://shop.aquarus.net/de/bohren1/bohrer/diasin-hohllochbohrer/diasin-1-2-zoll-gewinde/diasin-hohlbohrer-gesintert-10mm-1-2-g 	https://shop.aquarus.net/media/images/org/1001001021_4.jpg 	in_stock	Aquarus	1001001021 	no	0.1800 kg	0.1800 kg
1001001022	DiaSin Hohlbohrer gesintert, 12mm, 1/2" G 	Leistungsstarker gesinterter Hohllochbohrer für den Nass - und Trockeneinsatz. Einsetzbar für alle Naturstein, Glas, Quarze, Fliesen, Feinsteinzeug. Für eine längere Standzeit empfehlen wir den Nasseinsatz. Bohrtiefe:ca.3,0-4,0cm 	30.9999998 EUR	new	https://shop.aquarus.net/de/bohren1/bohrer/diasin-hohllochbohrer/diasin-1-2-zoll-gewinde/diasin-hohlbohrer-gesintert-12mm-1-2-g 	https://shop.aquarus.net/media/images/org/1001001022_3.jpg 	in_stock	Aquarus	1001001022 	no	0.1800 kg	0.1800 kg
1001001023	DiaSin Hohlbohrer gesintert, 15mm, 1/2" G 	Leistungsstarker gesinterter Hohllochbohrer für den Nass - und Trockeneinsatz. Einsetzbar für alle Naturstein, Glas, Quarze, Fliesen, Feinsteinzeug. Für eine längere Standzeit empfehlen wir den Nasseinsatz. Bohrtiefe:ca.2,0-3,0cm 	32.9999971 EUR	new	https://shop.aquarus.net/de/bohren1/bohrer/diasin-hohllochbohrer/diasin-1-2-zoll-gewinde/diasin-hohlbohrer-gesintert-15mm-1-2-g 	https://shop.aquarus.net/media/images/org/1001001023_6.jpg 	in_stock	Aquarus	1001001023 	no	0.2000 kg	0.2000 kg
1001001024	DiaSin Hohlbohrer gesintert, 20mm, 1/2" G 	Leistungsstarker gesinterter Hohllochbohrer für den Nass - und Trockeneinsatz. Einsetzbar für alle Naturstein, Glas, Quarze, Fliesen, Feinsteinzeug. Für eine längere Standzeit empfehlen wir den Nasseinsatz. Bohrtiefe:ca.2,5-3,0cm 	40.4999959 EUR	new	https://shop.aquarus.net/de/bohren1/bohrer/diasin-hohllochbohrer/diasin-1-2-zoll-gewinde/diasin-hohlbohrer-gesintert-20mm-1-2-g 	https://shop.aquarus.net/media/images/org/1001001024_1.jpg 	in_stock	Aquarus	1001001024 	no	0.2000 kg	0.2000 kg
1001001025	DiaSin Hohlbohrer gesintert, 25mm, 1/2 zoll G 	Leistungsstarker gesinterter Hohllochbohrer für den Nass - und Trockeneinsatz. Einsetzbar für alle Naturstein, Glas, Quarze, Fliesen, Feinsteinzeug. Für eine längere Standzeit empfehlen wir den Nasseinsatz. Bohrtiefe:ca.4,0-5,0cm 	45.9999974 EUR	new	https://shop.aquarus.net/de/bohren1/bohrer/diasin-hohllochbohrer/diasin-1-2-zoll-gewinde/diasin-hohlbohrer-gesintert-25mm-1-2-zoll-g 	https://shop.aquarus.net/media/images/org/10010010255.jpg 	in_stock	Aquarus	1001001025 	no	0.2800 kg	0.2800 kg
1001001026	DiaSin Hohlbohrer gesintert, 30mm, 1/2" G 	Leistungsstarker gesinterter Hohllochbohrer für den Nass - und Trockeneinsatz. Einsetzbar für alle Naturstein, Glas, Quarze, Fliesen, Feinsteinzeug. Für eine längere Standzeit empfehlen wir den Nasseinsatz. Bohrtiefe:ca.4,0cm 	47.9999947 EUR	new	https://shop.aquarus.net/de/bohren1/bohrer/diasin-hohllochbohrer/diasin-1-2-zoll-gewinde/diasin-hohlbohrer-gesintert-30mm-1-2-g 	https://shop.aquarus.net/media/images/org/1001001026_1.jpg 	in_stock	Aquarus	1001001026 	no	0.3000 kg	0.3000 kg
1001001027	DiaSin Hohlbohrer gesintert, 35mm, 1/2" G 	Leistungsstarker gesinterter Hohllochbohrer für den Nass - und Trockeneinsatz. Einsetzbar für alle Naturstein, Glas, Quarze, Fliesen, Feinsteinzeug. Für eine längere Standzeit empfehlen wir den Nasseinsatz. Bohrtiefe:ca.4-4,5cm 	55.0000031 EUR	new	https://shop.aquarus.net/de/bohren1/bohrer/diasin-hohllochbohrer/diasin-1-2-zoll-gewinde/diasin-hohlbohrer-gesintert-35mm-1-2-g 	https://shop.aquarus.net/media/images/org/1001001027_1.jpg 	in_stock	Aquarus	1001001027 	no	0.3000 kg	0.3000 kg
1001001028	DiaSin Hohlbohrer gesintert, 40mm, 1/2" G 	Leistungsstarker gesinterter Hohllochbohrer für den Nass - und Trockeneinsatz. Einsetzbar für alle Naturstein, Glas, Quarze, Fliesen, Feinsteinzeug. Für eine längere Standzeit empfehlen wir den Nasseinsatz. Bohrtiefe:ca.4-4,5cm 	57.0000004 EUR	new	https://shop.aquarus.net/de/bohren1/bohrer/diasin-hohllochbohrer/diasin-1-2-zoll-gewinde/diasin-hohlbohrer-gesintert-40mm-1-2-g 	https://shop.aquarus.net/media/images/org/1001001028_2.jpg 	in_stock	Aquarus	1001001028 	no	0.3000 kg	0.3000 kg
1001001029	DiaSin Hohlbohrer gesintert, 50mm, 1/2" G 	Leistungsstarker gesinterter Hohllochbohrer für den Nass - und Trockeneinsatz. Einsetzbar für alle Naturstein, Glas, Quarze, Fliesen, Feinsteinzeug. Für eine längere Standzeit empfehlen wir den Nasseinsatz mit Wasser oder Schneidöl. Bohrtiefe:ca.4,0cm 	59.8999947 EUR	new	https://shop.aquarus.net/de/bohren1/bohrer/diasin-hohllochbohrer/diasin-1-2-zoll-gewinde/diasin-hohlbohrer-gesintert-50mm-1-2-g 	https://shop.aquarus.net/media/images/org/1001001029.jpg 	in_stock	Aquarus	1001001029 	no	0.3500 kg	0.3500 kg
1001001080	Leder zum Polieren/ Leather discs 6" (15cm) 	Polierleder ohne Bindung, Durchmesser 15cm, geeignet für Aluminiumoxidpulver, Ceroxid, Diamantpulver, Polierpaste 	9.4999961 EUR	new	https://shop.aquarus.net/de/polier-schleifmittel/polierleder/leder-polieren-leather-discs-6-15cm 	https://shop.aquarus.net/media/images/org/1001001080.JPG 	in_stock	Aquarus	1001001080 	no	0.0800 kg	0.0800 kg
1001001081	Leather discs 8", medium-soft leather 	Polierleder ohne Bindung, Durchmesser 20cm, geeignet für Aluminiumoxidpulver, Ceroxid, Diamantpulver, Polierpaste 	14.0000049 EUR	new	https://shop.aquarus.net/de/polier-schleifmittel/polierleder/leather-discs-8-medium-soft-leather 	https://shop.aquarus.net/media/images/org/1001001080.JPG 	in_stock	Aquarus	1001001081 	no	0.0800 kg	0.0800 kg
1001001114	DiaPulver RB 100ct. Mic 0,5/0  Mesh 100.000 	Loses synthetisches Diamantpulver zum Polieren bis Härte 9, Für Achate, Glas, Opal, Quarz und viele andere Mineralien 	27.4999956 EUR	new	https://shop.aquarus.net/de/polier-schleifmittel/diamantpulver/diapulver-rb-100ct-mic-0-5-0-mesh-100-000 	https://shop.aquarus.net/media/images/org/DiaPulver03_IMG.JPG 	in_stock	Aquarus	1001001114 	no	0.0300 kg	0.0300 kg
1001001115	DiaPulver RB 100ct. Mic 1/0 Mesh 60.000 	Loses synthetisches Diamantpulver zum Polieren bis Härte 9, Für Achate, Glas, Opal, Quarz und viele andere Mineralien 	27.4999956 EUR	new	https://shop.aquarus.net/de/polier-schleifmittel/diamantpulver/diapulver-rb-100ct-mic-1-0-mesh-60-000 	https://shop.aquarus.net/media/images/org/DiaPulver03_IMG.JPG 	in_stock	Aquarus	1001001115 	no	0.0300 kg	0.0300 kg
1001001116	DiaPulver 100ct. Micron 2/0 Mesh 14.000 	Loses synthetisches Diamantpulver zum Polieren bis Härte 9, Für Achate, Glas, Opal, Quarz und viele andere Mineralien 	27.4999956 EUR	new	https://shop.aquarus.net/de/polier-schleifmittel/diamantpulver/diapulver-100ct-micron-2-0-mesh-14-000 	https://shop.aquarus.net/media/images/org/A1_placeholder.jpg 	in_stock	Aquarus	1001001116 	no	0.0300 kg	0.0300 kg
1001001117	DiaPulver 100ct. Micron 3/2 Mesh 9.000 	Loses synthetisches Diamantpulver zum Polieren bis Härte 9, Für Achate, Glas, Opal, Quarz und viele andere Mineralien 	27.4999956 EUR	new	https://shop.aquarus.net/de/polier-schleifmittel/diamantpulver/diapulver-100ct-micron-3-2-mesh-9-000 	https://shop.aquarus.net/media/images/org/A1_placeholder.jpg 	in_stock	Aquarus	1001001117 	no	0.0300 kg	0.0300 kg
1001001118	DiaPulver 100ct. Micron 5/3 Mesh 5000 	Loses synthetisches Diamantpulver zum Polieren bis Härte 9, Für Achate, Glas, Opal, Quarz und viele andere Mineralien 	26.5000029 EUR	new	https://shop.aquarus.net/de/polier-schleifmittel/diamantpulver/diapulver-100ct-micron-5-3-mesh-5000 	https://shop.aquarus.net/media/images/org/A1_placeholder.jpg 	in_stock	Aquarus	1001001118 	no	0.0300 kg	0.0300 kg
1001001119	DiaPulver 100ct. Micron 7/5 Mesh 3000 	Loses synthetisches Diamantpulver zum Polieren bis Härte 9, Für Achate, Glas, Opal, Quarz und viele andere Mineralien 	26.5000029 EUR	new	https://shop.aquarus.net/de/polier-schleifmittel/diamantpulver/diapulver-100ct-micron-7-5-mesh-3000 	https://shop.aquarus.net/media/images/org/DiaPulver02_IMG.JPG 	in_stock	Aquarus	1001001119 	no	0.0300 kg	0.0300 kg
1001001120	DiaPulver 100ct. Micron 10/7 Mesh 2.500 	Loses synthetisches Diamantpulver zum Polieren bis Härte 9, Für Achate, Glas, Opal, Quarz und viele andere Mineralien 	26.5000029 EUR	new	https://shop.aquarus.net/de/polier-schleifmittel/diamantpulver/diapulver-100ct-micron-10-7-mesh-2-500 	https://shop.aquarus.net/media/images/org/DiaPulver03_IMG.JPG 	in_stock	Aquarus	1001001120 	no	0.0300 kg	0.0300 kg
1001001121	DiaPulver 100ct. Micron 14/7 Mesh 1.700 	Loses synthetisches Diamantpulver, geeignet zur Vorarbeit für die Vorpolitur bis Härte 9, Für Achate, Glas, Opal, Quarz und viele andere Mineralien 	26.5000029 EUR	new	https://shop.aquarus.net/de/polier-schleifmittel/diamantpulver/diapulver-100ct-micron-14-7-mesh-1-700 	https://shop.aquarus.net/media/images/org/A1_placeholder.jpg 	in_stock	Aquarus	1001001121 	no	0.0300 kg	0.0300 kg
1001001122	DiaPulver 100ct. Micron 14/10 Mesh 1.400 	Loses synthetisches Diamantpulver, geeignet zur Vorarbeit für die Vorpolitur bis Härte 9, Für Achate, Glas, Opal, Quarz und viele andere Mineralien 	26.5000029 EUR	new	https://shop.aquarus.net/de/polier-schleifmittel/diamantpulver/diapulver-100ct-micron-14-10-mesh-1-400 	https://shop.aquarus.net/media/images/org/A1_placeholder.jpg 	in_stock	Aquarus	1001001122 	no	0.0300 kg	0.0300 kg
1001001123	DiaPulver 100ct. Micron 20/10 Mesh 1.200 	Loses synthetisches Diamantpulver, geeignet zur Vorarbeit für die Vorpolitur bis Härte 9, Für Achate, Glas, Opal, Quarz und viele andere Mineralien 	26.5000029 EUR	new	https://shop.aquarus.net/de/polier-schleifmittel/diamantpulver/diapulver-100ct-micron-20-10-mesh-1-200 	https://shop.aquarus.net/media/images/org/A1_placeholder.jpg 	in_stock	Aquarus	1001001123 	no	0.0300 kg	0.0300 kg
1001001146	DiaPulver RSD2 70/80 Mesh 100ct. 	Loses synthetisches Diamantkorn zum Schleifen bis Härte 9 	26.5000029 EUR	new	https://shop.aquarus.net/de/polier-schleifmittel/diamantpulver/diapulver-rsd2-70-80-mesh-100ct 	https://shop.aquarus.net/media/images/org/1001001114_1123.jpg 	in_stock	Aquarus	1001001146 	no	0.0300 kg	0.0300 kg
1001001147	DiaPulver RSD2 80/100Mesh 100ct. 	Loses synthetisches Diamantkorn zum Schleifen bis Härte 9 	26.5000029 EUR	new	https://shop.aquarus.net/de/polier-schleifmittel/diamantpulver/diapulver-rsd2-80-100mesh-100ct 	https://shop.aquarus.net/media/images/org/1001001114_1123.jpg 	in_stock	Aquarus	1001001147 	no	0.0300 kg	0.0300 kg
1001001148	DiaPulver RSD2 100/120 Mesh 100ct. 	Loses synthetisches Diamantkorn zum Schleifen bis Härte 9 	24.5000056 EUR	new	https://shop.aquarus.net/de/polier-schleifmittel/diamantpulver/diapulver-rsd2-100-120-mesh-100ct 	https://shop.aquarus.net/media/images/org/1001001114_1123.jpg 	in_stock	Aquarus	1001001148 	no	0.0300 kg	0.0300 kg
1001001150	DiaPulver RSD2 140/170  Mesh 100ct. 	Loses synthetisches Diamantkorn zum Schleifen bis Härte 9 	24.5000056 EUR	new	https://shop.aquarus.net/de/polier-schleifmittel/diamantpulver/diapulver-rsd2-140-170-mesh-100ct 	https://shop.aquarus.net/media/images/org/1001001114_1123.jpg 	in_stock	Aquarus	1001001150 	no	0.0300 kg	0.0300 kg
1001001152	DiaPulver RSD2 200/230  Mesh 100ct. 	Loses synthetisches Diamantkorn zum Schleifen bis Härte 9 	22.9999987 EUR	new	https://shop.aquarus.net/de/polier-schleifmittel/diamantpulver/diapulver-rsd2-200-230-mesh-100ct 	https://shop.aquarus.net/media/images/org/1001001114_1123.jpg 	in_stock	Aquarus	1001001152 	no	0.0300 kg	0.0300 kg
1001001154	DiaPulver RSD2  270/325  Mesh 100ct. 	Loses synthetisches Diamantpulver, stark abtragend, geeignet Schleifen bis Härte 9, Für Achate, Glas, Opal, Quarz und viele andere Mineralien 	22.9999987 EUR	new	https://shop.aquarus.net/de/polier-schleifmittel/diamantpulver/diapulver-rsd2-270-325-mesh-100ct 	https://shop.aquarus.net/media/images/org/A1_placeholder.jpg 	in_stock	Aquarus	1001001154 	no	0.0300 kg	0.0300 kg
1001001155	DiaPulver RSD2  325/400  Mesh 100ct. 	Loses synthetisches Diamantkorn zum Schleifen bis Härte 9 	22.9999987 EUR	new	https://shop.aquarus.net/de/polier-schleifmittel/diamantpulver/diapulver-rsd2-325-400-mesh-100ct 	https://shop.aquarus.net/media/images/org/1001001114_1123.jpg 	in_stock	Aquarus	1001001155 	no	0.0300 kg	0.0300 kg
1001001267	Polierwachs Spezial, farblos, 350g Dose 	Polierwachs geeignet für alle Natursteinarten und Halbedelsteine, wirkt farbvertiefend sowie wasserabweisend, bringt einen lang anhaltenden Glanz 	13.0000003 EUR	new	https://shop.aquarus.net/de/polier-schleifmittel/polierwachs/polierwachs-spezial-farblos-350g-dose 	https://shop.aquarus.net/media/images/org/1001001267.JPG 	in_stock	Aquarus	1001001267 	no	0.5000 kg	0.5000 kg
1001001268	Polierwachs flüssig  Spezial,  farblos, 750ml 	Polierwachs flüssig, geeignet für alle Natursteinarten und Halbedelsteine, Wirkt farbvertiefend und bringt einen lang anhaltenden Glanz 	29.5000048 EUR	new	https://shop.aquarus.net/de/polier-schleifmittel/polierwachs/polierwachs-fluessig-spezial-farblos-750ml 	https://shop.aquarus.net/media/images/org/1001001268.jpg 	in_stock	Aquarus	1001001268 	no	1.2000 kg	1.2000 kg
1001001289	Polierwachs, farblos, 1,3kg Dose 	Geeignet für alle Natursteinarten und Halbedelsteine, geeignet für Polierschwabbel, Filz und Leder, wirkt farbvertiefend, wasserabweisend und bringt einen lang anhaltenden Glanz 	30.9000041 EUR	new	https://shop.aquarus.net/de/polier-schleifmittel/polierwachs/polierwachs-farblos-1-3kg-dose 	https://shop.aquarus.net/media/images/org/1001001267.JPG 	in_stock	Aquarus	1001001289 	no	1.3000 kg	1.3000 kg
1001001330	Tumbler Adjusta Vibe 25SS 	Tumbler AV18 für den Semiprofessionellen Einsatz zum Schleifen und Polieren von Stein und NE-Metalle, Behälterdurchmesser: 35cm, 230V/50Hz, Gewicht: ca.9,9 kg Volumen: ca.6l, Wasserabflussschlauch, Geräuschdämpfung 	999.000002 EUR	new	https://shop.aquarus.net/de/spiratoren-tumbler/tumbler-adjusta-vibe-25ss 	https://shop.aquarus.net/media/images/org/1001001330.jpg 	in_stock	Aquarus	1001001330 	no	24.0000 kg	24.0000 kg
1001001331	Aluminiumoxid P30, 1kg 	Loses Aluminiumpulver, hoher Poliereffekt, geeignet für alle Mineralien bis Härte 9 und Natursteine 	27.0000052 EUR	new	https://shop.aquarus.net/de/polier-schleifmittel/aluminiumoxid/aluminiumoxid-p30-1kg 	https://shop.aquarus.net/media/images/org/ALP30.jpg 	in_stock	Aquarus	1001001331 	no	1.0000 kg	1.0000 kg
1001001332	Aluminiumoxid P730, 1kg 	Loses weißes Aluminiumoxid, feines Polierpulver für Edelstein zum Polieren und für dieTrommelmaschine geeignet, Poliereffekt 9 	29.5000048 EUR	new	https://shop.aquarus.net/de/polier-schleifmittel/aluminiumoxid/aluminiumoxid-p730-1kg 	https://shop.aquarus.net/media/images/org/ALP730.jpg 	in_stock	Aquarus	1001001332 	no	1.1000 kg	1.1000 kg
1001001333	Aluminiumoxid P10 feinst, 1kg 	loses weißes Aluminiumoxid, extrem feines Polierpulver zum Polieren von Edelstein. Die Alternative zum Diamantinepulver!! 	32.9999971 EUR	new	https://shop.aquarus.net/de/polier-schleifmittel/aluminiumoxid/aluminiumoxid-p10-feinst-1kg 	https://shop.aquarus.net/media/images/org/Pulver_weiss.jpg 	in_stock	Aquarus	1001001333 	no	1.1000 kg	1.1000 kg
1001001334	Aluminiumoxid P6, 1kg 	Loses Aluminiumoxid 	25.4999983 EUR	new	https://shop.aquarus.net/de/polier-schleifmittel/aluminiumoxid/aluminiumoxid-p6-1kg 	https://shop.aquarus.net/media/images/org/ALP6.jpg 	in_stock	Aquarus	1001001334 	no	1.0900 kg	1.0900 kg
1001001390	DiaKun Pad 100-H3-K50-wet 	Diamant Nass Schleifpad, 100mm, Korn 50, 3mm Belag, mit Klettaufnahme, zum Nassschleifen von Naturstein wie Granit, Marmor etc. aber auch Achate, Nutzen Sie als Träger unseren Aufnahmeteller 100mm M14 Art.Nr. 1001001411 	16.950003 EUR	new	https://shop.aquarus.net/de/schleifwerkzeuge/diakun-schleifscheiben/diakun-4-zoll-wet/diakun-pad-100-h3-k50-wet 	https://shop.aquarus.net/media/images/org/1001001390-007.jpg 	in_stock	Aquarus	1001001390 	no	0.0400 kg	0.0400 kg
1001001391	DiaKun Pad 100-H3-K100-wet 	Diamant Nass Schleifpad, 100mm, Korn 100, 3mm Belag, mit Klettaufnahme, zum Nassschleifen von Naturstein wie Granit, Marmor etc. aber auch Achate, Nutzen Sie als Träger unseren Aufnahmeteller 100mm M14 Art.Nr. 1001001411 	16.950003 EUR	new	https://shop.aquarus.net/de/schleifwerkzeuge/diakun-schleifscheiben/diakun-4-zoll-wet/diakun-pad-100-h3-k100-wet 	https://shop.aquarus.net/media/images/org/1001001391-002.jpg 	in_stock	Aquarus	1001001391 	no	0.0400 kg	0.0400 kg
1001001392	DiaKun Pad 100-H3-K200-wet 	Diamant Nass Schleifpad, 100mm, Korn 200, 3mm Belag, mit Klettaufnahme, zum Nassschleifen von Naturstein wie Granit, Marmor etc. aber auch Achate, Nutzen Sie als Träger unseren Aufnahmeteller 100mm M14 Art.Nr. 1001001411 	16.950003 EUR	new	https://shop.aquarus.net/de/schleifwerkzeuge/diakun-schleifscheiben/diakun-4-zoll-wet/diakun-pad-100-h3-k200-wet 	https://shop.aquarus.net/media/images/org/1001001392-002.jpg 	in_stock	Aquarus	1001001392 	no	0.0400 kg	0.0400 kg
1001001393	DiaKun Pad 100-H3-K400-wet 	Diamant Nass Schleifpad, 100mm, Korn 400, 3mm Belag, mit Klettaufnahme, zum Nassschleifen von Naturstein wie Granit, Marmor etc. aber auch Achate, Nutzen Sie als Träger unseren Aufnahmeteller 100mm M14 Art.Nr. 1001001411 	16.950003 EUR	new	https://shop.aquarus.net/de/schleifwerkzeuge/diakun-schleifscheiben/diakun-4-zoll-wet/diakun-pad-100-h3-k400-wet 	https://shop.aquarus.net/media/images/org/1001001393-001.jpg 	in_stock	Aquarus	1001001393 	no	0.0400 kg	0.0400 kg
1001001394	DiaKun Pad 100-H3-K600-wet 	Diamant Nass Schleifpad, 100mm, Korn 600, 3mm Belag, mit Klettaufnahme, zum Nassschleifen von Naturstein wie Granit, Marmor etc. aber auch Achate, Nutzen Sie als Träger unseren Aufnahmeteller 100mm M14 Art.Nr. 1001001411 	16.950003 EUR	new	https://shop.aquarus.net/de/schleifwerkzeuge/diakun-schleifscheiben/diakun-4-zoll-wet/diakun-pad-100-h3-k600-wet 	https://shop.aquarus.net/media/images/org/1001001394-001.jpg 	in_stock	Aquarus	1001001394 	no	0.0400 kg	0.0400 kg
1001001395	DiaKun Pad 100-H3-K800-wet 	Diamant Nass Schleifpad, 100mm, Korn 800, 3mm Belag, mit Klettaufnahme, zum Nassschleifen von Naturstein wie Granit, Marmor etc. aber auch Achate, Nutzen Sie als Träger unseren Aufnahmeteller 100mm M14 Art.Nr. 1001001411 	16.950003 EUR	new	https://shop.aquarus.net/de/schleifwerkzeuge/diakun-schleifscheiben/diakun-4-zoll-wet/diakun-pad-100-h3-k800-wet 	https://shop.aquarus.net/media/images/org/1001001395-002.jpg 	in_stock	Aquarus	1001001395 	no	0.0400 kg	0.0400 kg
1001001396	DiaKun Pad 100-H3-K3000-wet 	Diamant Nass Schleifpad, 100mm, Korn 3000, 3mm Belag, mit Klettaufnahme, zum Nassschleifen von Naturstein wie Granit, Marmor etc. aber auch Achate, Nutzen Sie als Träger unseren Aufnahmeteller 100mm M14 Art.Nr. 1001001411 	16.950003 EUR	new	https://shop.aquarus.net/de/schleifwerkzeuge/diakun-schleifscheiben/diakun-4-zoll-wet/diakun-pad-100-h3-k3000-wet 	https://shop.aquarus.net/media/images/org/1001001396-005.jpg 	in_stock	Aquarus	1001001396 	no	0.0400 kg	0.0400 kg
1001001398	DiaKun Pad 100-H3-K1500-wet 	Diamant Nass Schleifpad, 100mm, Korn 1500, 3mm Belag, mit Klettaufnahme, zum Nassschleifen von Naturstein wie Granit, Marmor etc. aber auch Achate, Nutzen Sie als Träger unseren Aufnahmeteller 100mm M14 Art.Nr. 1001001411 	16.950003 EUR	new	https://shop.aquarus.net/de/schleifwerkzeuge/diakun-schleifscheiben/diakun-4-zoll-wet/diakun-pad-100-h3-k1500-wet 	https://shop.aquarus.net/media/images/org/1001001398-002.jpg 	in_stock	Aquarus	1001001398 	no	0.0400 kg	0.0400 kg
1001001399	DiaKun Pad 100-H3-K10.000(Buff)-wet 	Diamant Nass Schleifpad, 100mm, Korn 10000, 3mm Belag, mit Klettaufnahme, zum Nassschleifen von Naturstein wie Granit, Marmor etc. aber auch Achate, Nutzen Sie als Träger unseren Aufnahmeteller 100mm M14 Art.Nr. 1001001411 	16.950003 EUR	new	https://shop.aquarus.net/de/schleifwerkzeuge/diakun-schleifscheiben/diakun-4-zoll-wet/diakun-pad-100-h3-k10-000buff-wet 	https://shop.aquarus.net/media/images/org/A1_placeholder.jpg 	in_stock	Aquarus	1001001399 	no	0.0400 kg	0.0400 kg
1001001401	DiaKun Pad 100-K50-dry 	Diamant Trocken Schleifpad, Durchmesser 100mm, Belag ca.3mm, mit Klettaufnahme, zum Trockensschleifen von Naturstein wie Granit, Marmor etc. aber auch Achate, Nutzen Sie als Träger unseren Aufnahmeteller 100mm M14 Art.Nr. 1001001411 	16.950003 EUR	new	https://shop.aquarus.net/de/schleifwerkzeuge/diakun-schleifscheiben/diakun-4-zoll-dry/diakun-pad-100-k50-dry 	https://shop.aquarus.net/media/images/org/1001001401-002.jpg 	in_stock	Aquarus	1001001401 	no	0.0400 kg	0.0400 kg
1001001402	DiaKun Pad 100-K100-dry 	Diamant Trocken Schleifpad, Durchmesser 100mm, Belag ca.3mm, mit Klettaufnahme, zum Trockensschleifen von Naturstein wie Granit, Marmor etc. aber auch Achate, Nutzen Sie als Träger unseren Aufnahmeteller 100mm M14 Art.Nr. 1001001411 	16.950003 EUR	new	https://shop.aquarus.net/de/schleifwerkzeuge/diakun-schleifscheiben/diakun-4-zoll-dry/diakun-pad-100-k100-dry 	https://shop.aquarus.net/media/images/org/1001001402-002.jpg 	in_stock	Aquarus	1001001402 	no	0.0400 kg	0.0400 kg
1001001403	DiaKun Pad 100-K200-dry 	Diamant Trocken Schleifpad, Durchmesser 100mm, Belag ca.3mm, mit Klettaufnahme, zum Trockensschleifen von Naturstein wie Granit, Marmor etc. aber auch Achate, Nutzen Sie als Träger unseren Aufnahmeteller 100mm M14 Art.Nr. 1001001411 	16.950003 EUR	new	https://shop.aquarus.net/de/schleifwerkzeuge/diakun-schleifscheiben/diakun-4-zoll-dry/diakun-pad-100-k200-dry 	https://shop.aquarus.net/media/images/org/1001001403-002.jpg 	in_stock	Aquarus	1001001403 	no	0.0400 kg	0.0400 kg
